0,0
0.014894719,0.091787326
0.030894126,0.183574652
0.047939672,0.275361978
0.065972804,0.367149305
0.084934973,0.458936631
0.104767626,0.550723957
0.125412215,0.642511283
0.146810187,0.734298609
0.168902992,0.826085935
0.191632079,0.917873261
0.21593213,1.009660588
0.242480397,1.101447914
0.270812705,1.19323524
0.300464869,1.285022566
0.330972704,1.376809892
0.361872026,1.468597218
0.392698649,1.560384545
0.422988388,1.652171871
0.45227706,1.743959197
0.480100478,1.835746523
0.506407537,1.927533849
0.531666368,2.019321175
0.556181097,2.111108501
0.580255838,2.202895828
0.604194706,2.294683154
0.628301817,2.38647048
0.652881285,2.478257806
0.678237226,2.570045132
0.704673753,2.661832458
0.732494983,2.753619784
0.762125741,2.845407111
0.793541505,2.937194437
0.82635941,3.028981763
0.860196568,3.120769089
0.894670095,3.212556415
0.929397103,3.304343741
0.963994707,3.396131068
0.998080019,3.487918394
1.031270155,3.57970572
1.063182227,3.671493046
1.094130348,3.763280372
1.124719127,3.855067698
1.15495442,3.946855024
1.184841987,4.038642351
1.214387589,4.130429677
1.243596987,4.222217003
1.27247594,4.314004329
1.30103021,4.405791655
1.329265556,4.497578981
1.357187739,4.589366307
1.384426758,4.681153634
1.410757613,4.77294096
1.436442423,4.864728286
1.461743409,4.956515612
1.486922791,5.048302938
1.512242787,5.140090264
1.537965619,5.231877591
1.564353505,5.323664917
1.591668667,5.415452243
1.620173322,5.507239569
1.650195591,5.599026895
1.681689702,5.690814221
1.714339148,5.782601547
1.747827365,5.874388874
1.781837789,5.9661762
1.816053856,6.057963526
1.850159002,6.149750852
1.883836664,6.241538178
1.916770277,6.333325504
1.948643279,6.42511283
1.979358073,6.516900157
2.009201802,6.608687483
2.03841814,6.700474809
2.067250697,6.792262135
2.095943087,6.884049461
2.124738921,6.975836787
2.153881811,7.067624114
2.18361537,7.15941144
2.21418321,7.251198766
2.245828943,7.342986092
2.278484724,7.434773418
2.311862778,7.526560744
2.345916668,7.61834807
2.380600118,7.710135397
2.415866858,7.801922723
2.451670613,7.893710049
2.487965111,7.985497375
2.524704078,8.077284701
2.561841242,8.169072027
2.59933033,8.260859353
2.637607677,8.35264668
2.677024845,8.444434006
2.717320614,8.536221332
2.75823335,8.628008658
2.79950142,8.719795984
2.840863191,8.81158331
2.88205703,8.903370637
2.922821304,8.995157963
2.96289438,9.086945289
3.002014625,9.178732615
3.040071839,9.270519941
3.077286706,9.362307267
3.113879767,9.454094593
3.150071491,9.54588192
3.186082346,9.637669246
3.2221328,9.729456572
3.25844332,9.821243898
3.295234375,9.913031224
3.332726432,10.00481855
3.371139959,10.09660588
3.409561954,10.18581241
3.447135879,10.27067818
3.484414794,10.35303434
3.521953185,10.43471552
3.56030554,10.51755635
3.600026349,10.60339146
3.641670098,10.69405547
3.685791275,10.79138302
3.732944369,10.89720872
3.783683867,11.01336721
3.840182189,11.14655047
3.903711677,11.30065973
3.973042198,11.47203397
4.046940883,11.65700393
4.124174863,11.85190036
4.203511268,12.05305402
4.283717229,12.25679563
4.363559876,12.45945596
4.441806341,12.65736574
4.517223754,12.84685573
4.590365404,13.03043996
4.663006622,13.21401462
4.73535975,13.39758927
4.807634458,13.58116392
4.880040418,13.76473857
4.952787302,13.94831323
5.026084781,14.13188788
5.100142527,14.31546253
5.175170212,14.49903718
5.251377507,14.68261183
5.328973774,14.86618649
5.40788718,15.04976114
5.487887222,15.23333579
5.568743259,15.41691044
5.650224653,15.6004851
5.732100765,15.78405975
5.814140957,15.9676344
5.896114589,16.15120905
5.977791023,16.33478371
6.058939619,16.51835836
6.139424082,16.70224151
6.21940727,16.88665856
6.299099829,17.07138566
6.378712342,17.25619814
6.458455394,17.44087137
6.538539567,17.62518069
6.619175444,17.80890146
6.700573608,17.99180903
6.782944644,18.17367875
6.866499133,18.35428598
6.951153777,18.53349632
7.036618893,18.71147354
7.122875419,18.88843338
7.209904979,19.06459149
7.297689193,19.24016353
7.386209684,19.41536517
7.475448073,19.59041207
7.565385982,19.76551989
7.656005033,19.94090429
7.747286847,20.11678094
7.839580223,20.29301165
7.933182195,20.46924331
8.027864994,20.64547498
8.123399659,20.82170664
8.219557228,20.99793831
8.316108741,21.17416998
8.412825235,21.35040164
8.509477749,21.52663331
